,Wild,Wild,Wild,,W86A,W86A,W86A,,W286A,W286A,W286A
Time,41,1821,3191,,41,1821,3191,,41,1821,3191
65.9,3.036,3.646,4.529,,7.504,7.038,7.639,,4.861,5.232,2.388
66,2.963,3.735,4.333,,8.045,7.458,7.512,,4.454,5.654,2.685
66.1,2.723,3.281,4.374,,8.659,6.895,7.492,,4.871,5.789,3.284
66.2,2.629,3.686,4.513,,8.934,6.584,7.692,,5.162,4.879,2.929
66.3,2.438,3.599,4.465,,8.252,6.908,7.324,,5.213,5.371,3.189
66.4,2.465,3.671,4.587,,7.723,6.898,7.976,,5.247,5.224,3.37
66.5,2.77,3.521,4.36,,7.359,6.907,7.051,,5.358,5.529,3.064
66.6,2.234,3.642,4.371,,7.576,6.803,7.683,,4.936,5.396,3.292
66.7,2.587,3.208,4.736,,8.114,6.891,7.384,,4.598,5.148,3.05
66.8,2.714,3.567,4.219,,7.129,6.914,8.453,,4.794,5.243,3.278
66.9,2.666,3.494,4.476,,7.142,7.218,7.733,,4.802,4.742,3.003
67,2.276,3.461,4.336,,7.264,7.125,7.584,,4.629,5.412,2.751
67.1,2.576,3.37,4.247,,7.212,6.885,8.074,,4.808,5.193,2.851
67.2,2.023,3.6,4.349,,7.298,6.7,7.542,,4.576,5.347,2.947
67.3,2.714,3.426,4.458,,7.68,6.939,7.587,,5.146,4.897,2.81
67.4,2.31,3.705,4.534,,6.916,6.787,8.197,,4.663,5.258,2.908
67.5,2.597,3.511,4.784,,6.76,6.506,8.011,,4.606,4.647,2.651
67.6,2.351,3.38,4.693,,7.611,7.078,7.479,,4.982,4.835,2.696
67.7,2.535,3.517,4.357,,7.664,7.051,8.073,,5.054,4.812,2.983
67.8,2.368,3.587,4.397,,7.966,6.978,7.666,,5.014,4.764,2.819
67.9,2.108,3.31,4.567,,8.166,6.947,7.871,,4.915,5.236,3.175
68,2.417,3.419,4.438,,7.051,6.648,7.944,,4.757,5.374,3.429
68.1,2.501,3.423,4.893,,7.262,7.342,8.069,,4.758,5.617,3.382
68.2,2.473,3.609,4.165,,7.305,6.796,8.251,,4.749,5.397,3.3
68.3,2.544,3.482,4.467,,6.977,7.332,7.954,,4.868,5.157,3.289
68.4,2.903,3.507,4.329,,7.222,7.339,8.007,,4.939,4.822,3.241
68.5,2.607,3.486,4.711,,8.025,7.074,7.911,,4.694,5.309,3.172
68.6,3.218,3.698,4.714,,7.944,6.962,7.607,,4.454,5.138,2.864
68.7,3.221,3.516,4.123,,8.502,7.294,8.13,,5.024,5.134,3.246
68.8,2.899,3.438,4.301,,8.034,6.762,8.214,,4.709,5.671,3.201
68.9,2.58,3.614,4.585,,7.81,6.961,8.014,,5.299,5.28,3.284
69,2.464,3.278,4.551,,7.482,6.869,7.986,,4.719,4.983,3.524
69.1,2.457,3.618,4.794,,8.435,6.89,8.213,,4.9,5.178,3.406
69.2,2.466,3.69,4.372,,8.162,6.695,8.384,,4.838,4.93,2.796
69.3,2.631,3.393,4.326,,8.852,6.908,7.887,,4.334,5.471,3.135
69.4,2.396,3.627,4.165,,8.601,6.871,7.728,,5.16,5.346,3.262
69.5,2.56,3.626,4.605,,8.479,6.757,8.645,,5.006,5.386,2.76
69.6,2.599,3.602,4.984,,8.011,6.486,8.339,,4.974,5.495,3.313
69.7,2.338,3.514,4.315,,7.629,6.92,8.443,,5.286,5.176,3.475
69.8,3.038,3.747,4.519,,7.791,6.529,8.174,,5.102,5.382,3.393
69.9,2.568,3.444,4.751,,8.305,7.088,8.527,,5.002,5.606,3.563
70,2.949,3.638,4.488,,8.629,7.026,8.362,,5.147,5.057,2.981
70.1,2.415,3.646,4.78,,8.003,6.774,8.355,,5.153,5.697,3.549
70.2,2.885,3.669,4.545,,7.567,6.699,8.185,,5.241,5.485,3.395
70.3,2.703,3.612,4.317,,7.357,6.739,8.62,,5.069,5.129,3.469
70.4,2.627,3.645,4.195,,7.911,7.025,8.055,,4.968,5.236,3.409
70.5,2.441,3.686,4.434,,7.389,6.879,8.145,,4.814,5.143,3.53
70.6,2.475,3.588,4.462,,7.684,6.85,8.732,,5.058,5.534,3.435
70.7,2.88,3.659,4.26,,7.352,6.845,8.779,,5.188,5.313,3.586
70.8,2.605,3.632,4.382,,7.289,7.013,8.297,,5.219,5.018,3.491
70.9,2.681,3.708,4.156,,8.262,6.626,8.624,,5.095,5.535,3.049
71,2.787,3.652,4.364,,7.589,7.177,8.71,,5.33,5.09,3.124
71.1,2.454,3.43,4.259,,8.308,6.762,8.331,,4.683,5.436,2.836
71.2,2.157,3.656,4.231,,7.496,7.118,8.577,,4.752,5.583,3.016
71.3,2.683,3.649,4.504,,8.322,6.787,9.455,,4.694,5.241,3.013
71.4,2.564,3.556,4.313,,8.639,7.032,8.464,,5.043,5.201,3.201
71.5,2.343,3.574,4.267,,8.706,7.381,8.373,,5.211,5.342,3.246
71.6,2.577,3.508,4.534,,8.789,7.115,8.563,,5.089,5.547,3.589
71.7,2.257,3.582,4.467,,7.856,6.493,8.458,,4.95,5.507,2.899
71.8,2.404,3.397,4.468,,8.757,6.834,8.127,,5.24,5.504,3.186
71.9,2.275,3.713,4.355,,7.973,6.699,8.537,,4.994,5.381,3.069
72,2.208,3.637,4.495,,7.768,6.886,8.966,,5.183,5.444,3.15
72.1,2.078,3.764,4.209,,7.369,6.677,8.53,,5.371,5.543,3.047
72.2,2.434,3.825,4.885,,7.558,6.594,8.191,,4.873,5.575,3.3
72.3,2.332,3.97,4.298,,8.151,6.592,8.754,,5.177,5.479,2.987
72.4,2.389,3.604,4.426,,7.434,6.443,8.997,,5.465,5.622,2.904
72.5,2.414,3.712,4.387,,7.739,6.617,8.82,,5.282,5.599,3.126
72.6,2.461,3.49,4.458,,7.484,6.562,8.031,,5.01,5.881,3.107
72.7,2.393,3.575,4.545,,7.766,7.041,9.155,,4.986,5.42,3.249
72.8,2.248,3.53,4.753,,7.133,7.051,9.33,,5.1,5.254,3.453
72.9,2.423,3.559,4.473,,7.524,6.871,8.112,,5.319,5.551,3.469
73,2.369,3.465,4.527,,7.09,6.704,8.543,,5.162,5.304,3.458
73.1,2.339,3.392,4.624,,7.19,7.046,9.168,,5.015,4.88,3.286
73.2,2.088,3.648,4.67,,7.328,6.792,8.863,,4.83,5.349,3.164
73.3,2.51,3.388,4.224,,7.529,6.728,8.302,,4.352,5.134,3.28
73.4,2.511,3.385,4.409,,8.005,6.979,8.538,,4.81,5.62,3.187
73.5,2.498,3.649,4.666,,8.726,6.016,8.993,,5.081,5.446,3.408
73.6,2.653,3.325,4.63,,8.483,6.418,8.664,,5.13,5.334,3.362
73.7,2.605,3.412,4.784,,8.302,6.878,8.386,,4.749,5.239,3.27
73.8,2.735,3.46,4.606,,8.668,6.761,8.292,,5.043,5.389,3.76
73.9,2.201,3.523,4.624,,8.382,6.793,8.932,,4.75,5.308,3.863
74,2.539,3.277,4.576,,8.672,6.538,8.705,,4.718,5.348,3.698
74.1,2.634,3.341,4.603,,8.687,6.362,8.662,,5.302,5.268,4.141
74.2,2.481,3.355,4.533,,8.32,6.336,8.021,,5.167,5.314,3.783
74.3,2.575,3.373,4.362,,8.42,6.659,8.735,,5.122,5.207,3.432
74.4,2.669,3.152,4.349,,8.926,6.901,8.026,,4.984,5.665,3.849
74.5,2.16,3.431,4.475,,8.485,6.553,8.123,,5.43,5.42,3.686
74.6,2.436,3.686,4.501,,8.873,6.848,8.666,,4.872,5.306,3.665
74.7,2.361,3.575,4.441,,8.965,6.726,8.278,,4.873,5.731,3.698
74.8,2.314,3.562,4.102,,9.146,6.665,7.998,,5.342,5.516,3.651
74.9,2.349,3.59,4.355,,8.634,6.989,8.458,,4.931,5.363,3.762
75,2.403,3.405,4.443,,8.965,6.745,8.791,,5.215,5.157,3.952
75.1,2.424,3.529,3.927,,8.699,6.352,9.157,,5.089,5.25,3.833
75.2,2.592,3.313,4.261,,8.857,6.926,7.98,,5.191,4.895,3.419
75.3,2.191,3.408,4.27,,8.744,7.135,8.319,,5.292,5.15,3.489
75.4,2.577,3.357,4.302,,8.496,6.532,7.414,,5.001,4.844,3.396
75.5,2.307,3.403,4.256,,8.537,6.974,8.502,,4.823,5.242,3.303
75.6,2.566,3.49,4.701,,8.577,7.052,8.701,,5.397,4.996,3.282
75.7,2.778,3.59,4.663,,8.385,6.901,8.587,,5.074,4.614,3.498
75.8,2.423,3.138,4.314,,8.795,6.764,7.619,,5.359,5.265,3.412
75.9,2.541,3.35,4.435,,8.526,6.862,8.322,,5.179,5.001,3.388
76,2.533,3.31,4.415,,8.316,6.339,8.131,,5,4.879,3.931
76.1,2.33,3.471,4.555,,8.719,6.05,8.429,,4.779,5.522,3.471
76.2,2.549,3.44,4.204,,8.397,6.253,8.253,,4.272,5.552,3.564
76.3,2.26,3.462,4.363,,8.525,6.557,8.417,,4.789,4.996,3.589
76.4,2.415,3.42,4.178,,8.648,6.632,8.165,,4.873,4.9,3.261
76.5,2.812,3.361,4.609,,8.717,6.525,8.978,,5.379,5.604,3.564
76.6,2.796,3.443,4.407,,8.803,6.786,8.631,,5.156,5.388,3.366
76.7,2.645,3.698,4.59,,8.436,6.727,8.356,,4.993,5.595,3.705
76.8,2.832,3.482,4.23,,8.725,6.798,7.944,,5.048,5.537,4.007
76.9,2.264,3.642,4.542,,8.851,7.003,8.099,,4.738,5.468,3.924
77,2.608,3.433,4.145,,9.112,6.68,9.106,,5.174,4.814,3.722
77.1,2.454,3.473,4.293,,8.779,6.835,8.818,,4.925,5.397,3.686
77.2,2.731,3.424,4.576,,8.865,6.848,9.307,,4.919,4.851,3.499
77.3,2.341,3.178,4.494,,8.721,6.756,8.481,,4.407,4.626,3.436
77.4,2.311,3.292,4.581,,9.245,6.533,8.944,,4.461,5.264,3.303
77.5,2.417,3.587,4.377,,9.662,6.654,8.809,,4.658,5.272,3.388
77.6,2.203,3.544,4.765,,9.786,6.468,7.919,,5.35,5.323,3.361
77.7,2.61,3.609,4.38,,9.923,6.741,8.627,,5.579,4.922,3.391
77.8,2.184,3.428,4.406,,9.563,6.92,8.335,,5.009,4.964,3.14
77.9,2.143,3.694,4.24,,9.253,6.799,7.947,,5.401,4.689,3.265
78,2.531,3.41,4.581,,8.985,6.859,7.615,,5.119,5.466,3.25
78.1,2.463,3.573,4.559,,9.235,6.737,8.785,,4.829,5.539,3.109
78.2,2.637,3.529,4.309,,10.091,6.657,8.528,,4.868,5.945,2.937
78.3,2.591,3.308,4.226,,8.722,5.925,8.378,,5.103,5.017,3.285
78.4,2.33,3.498,4.317,,9.659,6.453,7.911,,5.127,5.431,2.872
78.5,2.499,3.553,4.389,,9.372,6.313,8.649,,4.752,4.623,3.432
78.6,2.628,3.457,4.356,,9.844,6.213,8.576,,4.8,5.258,3.158
78.7,2.554,3.578,4.109,,9.56,6.178,9.861,,5.507,6.024,3.094
78.8,2.463,3.726,4.272,,10.565,5.74,8.336,,5.752,5.851,3.278
78.9,2.303,3.277,4.45,,10.657,6.62,8.592,,4.707,5.006,3.248
79,2.663,3.349,4.266,,9.114,6.575,8.909,,4.942,4.516,3.565
79.1,2.41,3.305,4.468,,9.472,5.988,8.919,,5.022,4.639,3.3
79.2,2.714,3.418,4.558,,10.037,6.464,8.38,,5.225,4.388,3.263
79.3,2.208,3.413,4.36,,9.086,5.85,9.51,,5.057,4.283,3.346
79.4,2.681,3.339,4.484,,8.99,6.773,9.461,,4.953,4.668,3.429
79.5,2.679,3.857,4.342,,8.992,6.699,8.846,,4.836,4.736,3.51
79.6,2.387,3.492,4.806,,8.999,5.521,8.878,,4.973,4.529,3.752
79.7,2.43,3.392,4.183,,8.378,5.661,8.744,,5.236,4.566,3.802
79.8,2.401,3.53,4.278,,8.289,5.857,9.793,,5.018,4.949,3.214
79.9,2.526,3.617,4.234,,8.995,5.783,8.731,,4.605,4.849,3.195
80,2.468,3.444,4.235,,8.783,6.179,7.972,,4.467,4.623,3.345
80.1,2.403,3.476,4.44,,8.671,6.204,8.002,,4.815,4.718,3.254
80.2,2.382,3.721,4.167,,8.981,6.573,7.068,,4.894,4.881,3.151
80.3,2.187,3.478,4.202,,8.517,6.564,7.727,,5.132,5.748,3.305
80.4,2.352,3.68,4.969,,9.088,6.725,7.287,,4.579,5.183,3.342
80.5,2.423,3.46,4.36,,9.178,6.127,8.165,,5.397,4.499,3.236
80.6,2.671,3.593,4.378,,9.693,6.483,8.399,,4.903,4.81,3.325
80.7,2.643,3.772,4.218,,8.685,5.983,7.153,,5.366,4.852,3.17
80.8,2.363,3.428,4.588,,8.536,6.041,7.44,,5.172,4.527,3.172
80.9,2.233,3.415,4.18,,8.837,6.433,7.161,,5.259,4.899,2.968
81,2.567,3.528,4.389,,9.389,6.007,7.464,,5.277,5.094,3.283
81.1,2.527,3.685,4.274,,8.994,6.381,7.209,,5.338,4.501,3.217
81.2,2.377,3.861,4.13,,8.59,6.519,7.564,,5.247,4.601,3.244
81.3,2.351,3.685,4.314,,8.897,6.294,7.584,,5.445,5.059,3.17
81.4,2.169,3.725,4.293,,8.733,5.814,7.559,,5.398,4.671,3.432
81.5,2.486,3.613,4.27,,8.118,6.067,7.655,,5.112,4.846,3.328
81.6,2.576,3.799,4.149,,8.572,6.306,7.407,,5.262,4.675,3.211
81.7,2.589,3.62,4.248,,8.173,6.021,7.976,,5.286,5.425,3.526
81.8,2.629,3.73,4.36,,9.549,5.289,8.364,,5.395,5.1,3.558
81.9,2.672,3.555,4.391,,8.819,6.079,7.154,,5.266,5.135,3.759
82,2.691,3.908,4.566,,8.784,6.379,7.649,,5.16,5.148,3.725
82.1,2.403,3.63,4.692,,8.363,6.247,6.425,,4.647,5.154,3.866
82.2,2.174,3.608,4.32,,9.312,6.947,7.054,,4.001,4.772,3.698
82.3,2.593,3.734,4.366,,8.278,6.07,7.182,,5.148,4.947,3.635
82.4,2.435,3.91,4.355,,8.483,5.386,7.305,,4.843,4.613,3.577
82.5,2.378,3.554,4.259,,8.395,6.612,7.212,,4.78,5.185,3.532
82.6,2.5,3.67,4.15,,8.618,6.612,7.67,,3.999,4.772,3.876
82.7,2.583,3.704,4.581,,8.81,6.215,8.068,,4.639,5.427,3.924
82.8,2.462,3.476,4.151,,9.307,5.531,8.21,,4.555,5.419,3.868
82.9,2.57,3.792,4.465,,9.378,5.835,7.975,,4.435,5.24,3.36
83,2.216,3.723,4.255,,8.982,6.366,7.83,,4.386,4.976,3.196
83.1,2.435,3.844,4.206,,8.85,6.25,8.198,,4.344,5.181,3.683
83.2,2.528,3.643,4.552,,8.63,6.188,6.738,,4.929,5.012,3.513
83.3,2.211,3.706,4.543,,8.391,5.503,7.132,,4.682,4.922,3.602
83.4,2.166,3.63,4.277,,8.498,6.367,7.145,,4.979,5.19,3.365
83.5,2.251,3.201,4.408,,8.195,6.608,7.129,,5.05,5.21,3.578
83.6,2.304,3.159,4.29,,9.043,6.27,7.119,,5.162,4.882,3.371
83.7,2.21,3.573,4.383,,8.706,5.695,6.675,,4.451,4.623,3.515
83.8,2.217,3.642,4.181,,8.531,6.85,7.413,,5.017,4.407,3.642
83.9,2.405,3.737,4.12,,8.591,6.025,6.991,,4.798,4.882,3.321
84,2.342,3.643,4.396,,9.767,6.552,6.739,,4.977,5.005,3.694
84.1,2.632,3.361,4.403,,9.969,5.819,7.384,,5.058,5.061,3.729
84.2,2.451,3.793,4.597,,9.896,6.512,7.074,,4.492,5.209,3.697
84.3,2.323,3.651,4.03,,8.877,6.365,6.592,,4.017,5.447,3.736
84.4,2.331,3.555,4.383,,9.615,6.087,7.394,,3.91,5.362,3.712
84.5,2.213,3.58,4.256,,10.454,6.436,6.964,,4.309,4.839,3.606
84.6,2.371,3.53,4.274,,8.316,5.781,7.194,,4.207,5.378,3.023
84.7,2.278,3.878,3.93,,9.963,6.332,7.617,,4.298,5.026,3.496
84.8,2.511,3.633,4.105,,8.996,5.981,7.379,,3.882,5.054,3.258
84.9,2.22,3.539,4.166,,10.152,5.84,7.734,,4.533,4.805,3.343
85,2.448,3.559,4.348,,10.257,5.989,7.183,,4.599,5.177,3.4
85.1,2.386,3.647,4.409,,9.83,6.32,6.69,,4.916,4.791,3.483
85.2,2.419,3.503,4.104,,10.376,6.599,6.824,,5.121,5.146,3.344
85.3,2.184,3.446,4.119,,10.113,6.082,6.733,,4.94,5.426,3.441
85.4,2.095,3.838,4.325,,10.191,6.308,6.806,,4.62,4.884,3.071
85.5,2.399,3.674,4.056,,9.242,6.401,5.759,,4.708,5.481,3.359
85.6,2.085,3.574,4.045,,9.513,6.678,6.504,,5.4,5.468,3.503
85.7,2.115,3.887,4.255,,9.365,6.263,6.108,,4.789,5.555,3.486
85.8,2.451,3.679,3.942,,10.001,6.568,6.699,,5.285,5.271,3.104
85.9,2.141,3.73,4.406,,9.384,6.297,7.953,,5.259,5.153,3.338
86,2.485,3.8,4.574,,9.864,5.971,8.008,,5.296,5.239,3.334
86.1,2.49,3.811,4.495,,10.029,6.335,8.018,,5.284,5.185,2.821
86.2,2.266,3.778,4.716,,9.733,5.719,6.983,,5.735,5.04,3.385
86.3,2.412,3.85,4.001,,9.07,5.842,7.177,,5.388,5.031,3.299
86.4,2.535,3.67,3.963,,9.508,5.932,7.567,,5.326,5.437,3.198
86.5,2.488,3.816,4.25,,9.475,5.736,7.565,,5.611,5.272,3.519
86.6,2.391,3.594,4.218,,9.312,5.76,6.701,,5.478,4.787,3.553
86.7,2.428,3.772,4.13,,9.641,6.06,6.932,,5.781,4.924,3.147
86.8,2.37,3.695,4.637,,10.801,5.255,6.49,,5.494,5.29,3.211
86.9,2.181,3.634,4.571,,9.741,5.454,6.774,,5.652,5.54,3.02
87,2.047,3.573,4.478,,9.435,5.021,6.94,,5.225,5.396,3.058
87.1,2.265,3.696,4.656,,9.036,5.997,6.327,,5.421,5.39,3.394
87.2,2.549,3.512,4.307,,8.741,6.017,6.642,,5.31,5.038,3.159
87.3,2.253,3.851,4.603,,10.278,5.818,6.964,,4.652,5.386,3.156
87.4,2.547,3.473,4.739,,9.251,6.275,6.419,,4.667,5.095,3.107
87.5,2.481,3.589,4.55,,9.645,5.653,6.583,,5.28,5.177,3.195
87.6,2.386,3.617,4.651,,9.54,6.248,6.646,,5.306,5.344,3.6
87.7,2.422,3.755,4.774,,10.057,5.459,6.409,,5.095,5.197,3.144
87.8,2.301,3.75,4.52,,9.678,5.934,6.78,,5.439,5.146,3.028
87.9,2.252,3.633,4.922,,10.235,6.228,7.113,,4.822,5.432,3.077
88,2.425,3.41,4.486,,8.959,5.231,7.196,,5.135,5.504,3.304
88.1,2.312,3.865,4.393,,9.278,5.606,6.804,,5.397,5.193,3.297
88.2,2.315,3.546,4.07,,9.24,5.496,6.584,,5.367,5.18,3.341
88.3,2.64,3.711,4.47,,8.172,5.897,6.871,,5.465,5.263,3.51
88.4,2.06,3.82,4.644,,10.142,5.829,7.192,,5.344,5.108,3.306
88.5,2.471,3.505,4.374,,9.285,6.306,6.383,,5.578,5.273,3.713
88.6,2.423,3.736,3.969,,10.122,6.037,6.247,,5.904,4.758,3.29
88.7,2.582,3.94,4.481,,9.737,5.902,6.945,,4.907,5.432,3.183
88.8,2.355,3.819,4.51,,9.396,6.269,7.371,,5.588,5.015,3.085
88.9,2.472,3.612,4.508,,11.225,5.866,7.173,,5.073,5.327,3.679
89,3.077,3.519,4.425,,9.2,6.014,7.012,,5.6,4.813,3.705
89.1,2.476,3.779,4.615,,9.639,6.293,7.315,,5.609,5.286,3.849
89.2,2.263,3.815,4.596,,9.941,5.993,7.041,,5.679,5.119,3.234
89.3,2.236,3.421,4.388,,9.079,5.412,7.01,,5.359,4.967,3.246
89.4,2.21,3.706,4.291,,9.462,6.028,6.883,,5.613,5.555,3.331
89.5,2.487,3.804,4.399,,9.262,6.055,6.776,,5.908,4.826,3.393
89.6,2.555,3.591,4.599,,8.856,6.303,7.275,,5.75,5.394,3.231
89.7,2.362,3.882,4.082,,11.637,5.72,7.343,,5.315,5.224,3.395
89.8,2.457,3.754,4.493,,10.45,5.77,6.818,,5.111,5.154,3.573
89.9,2.14,3.775,4.878,,10.466,5.617,8.205,,5.511,5.139,3.436
90,2.267,3.72,4.311,,10.021,5.9,6.892,,5.998,5.233,3.202
90.1,2.452,3.61,4.378,,11.108,6.086,7.408,,5.83,5.505,3.391
90.2,2.591,3.592,4.626,,11.083,6,7.24,,5.126,5.426,3.356
90.3,2.608,3.31,4.525,,9.974,6.023,7.468,,4.932,5.489,2.786
90.4,2.384,3.665,4.284,,10.256,6.544,6.898,,5.179,5.516,3.596
90.5,2.335,3.655,4.851,,10.172,6.569,7.303,,5.315,4.891,3.778
90.6,2.279,3.527,4.334,,9.662,6.514,6.748,,5.309,5.73,3.508
90.7,2.239,3.656,4.648,,9.123,6.69,7.29,,4.553,5.04,3.599
90.8,2.348,3.802,4.627,,8.906,6.875,7.193,,5.137,5.553,3.517
90.9,2.504,3.803,4.858,,8.871,6.442,7.295,,5.364,5.547,3.435
91,2.544,3.727,4.533,,9.095,6.834,6.765,,4.53,5.284,3.57
91.1,2.246,3.539,4.89,,8.561,6.477,6.95,,5.063,5.143,3.915
91.2,2.505,3.863,4.715,,9.293,6.414,7.006,,4.806,5.187,3.589
91.3,2.389,3.67,4.829,,8.914,6.136,7.205,,5.637,5.169,3.45
91.4,2.326,3.692,4.881,,9.12,6.313,6.638,,4.995,4.996,3.699
91.5,2.276,3.628,4.349,,9.035,6.885,7.414,,5.226,5.626,3.563
91.6,2.24,3.677,4.204,,8.177,6.483,7.043,,5.369,5.454,3.517
91.7,2.28,3.8,3.939,,8.422,5.741,6.91,,4.933,5.116,3.124
91.8,2.531,3.521,4.171,,8.816,5.966,7.12,,4.967,5.062,3.233
91.9,2.167,3.815,4.815,,9.027,5.629,6.724,,4.659,5.531,3.376
92,2.267,3.619,4.583,,7.862,6.535,7.074,,4.697,5.692,3.062
92.1,2.488,3.714,4.609,,8.913,6.386,6.753,,4.919,5.507,3.239
92.2,2.238,3.605,3.95,,8.072,6.061,7.49,,4.918,5.195,3.403
92.3,2.699,3.729,4.018,,8.008,5.876,7.973,,4.555,5.418,3.53
92.4,2.208,3.775,4.206,,8.616,5.768,7.248,,4.687,5.307,3.282
92.5,2.41,3.608,4.097,,8.872,5.913,7.22,,4.592,5.652,3.35
92.6,2.503,3.569,4.315,,8.271,5.988,6.896,,4.814,5.242,3.127
92.7,2.469,3.502,3.837,,8.302,5.362,6.799,,4.785,5.712,3.174
92.8,2.314,3.848,4.082,,7.847,6.105,7.049,,4.651,5.345,3.154
92.9,2.321,3.772,4.047,,8.131,6.743,7.069,,4.638,5.532,3.608
93,2.466,4.034,4.122,,8.286,6.154,6.714,,5.15,5.21,3.44
93.1,2.473,3.53,4.423,,8.373,6.605,6.867,,5.02,5.226,3.345
93.2,2.312,3.691,4.292,,8.546,6.457,6.805,,4.808,5.302,3.463
93.3,2.388,3.444,4.164,,8.353,6.667,7.134,,4.861,5.068,3.479
93.4,2.677,3.686,4.443,,8.601,6.83,7.305,,4.842,5.285,3.415
93.5,2.509,3.863,4.314,,8.632,6.612,6.618,,4.442,5.395,3.394
93.6,2.259,3.655,4.334,,9.19,6.601,6.704,,4.801,5.294,3.452
93.7,2.797,3.622,4.402,,8.26,6.884,5.888,,4.833,5.013,3.52
93.8,2.411,3.434,4.321,,8.937,6.851,5.793,,4.705,5.636,3.38
93.9,2.263,3.722,4.085,,8.714,7.007,6.53,,4.116,5.082,3.398
94,2.571,3.685,3.97,,8.144,6.972,6.826,,4.166,5.659,3.479
94.1,2.602,3.728,4.703,,10.815,6.88,6.238,,4.263,5.127,3.502
94.2,2.403,3.685,3.968,,9.91,7.372,6.428,,4.489,5.065,3.583
94.3,2.384,3.899,4.623,,9.827,7.119,6.69,,4.651,5.542,3.768
94.4,2.53,3.754,4.16,,9.944,6.884,7.378,,4.867,5.212,3.491
94.5,2.55,3.664,4.319,,9.769,7.287,7.161,,4.131,5.345,3.57
94.6,2.343,3.584,4.293,,10.239,6.844,7.381,,4.597,5.55,3.715
94.7,2.454,3.546,4.272,,9.745,6.386,6.291,,4.84,5.645,3.489
94.8,2.33,3.851,4.176,,9.425,6.617,6.298,,5.083,5.171,3.764
94.9,2.446,3.319,4.561,,9.9,6.865,6.096,,5.134,5.381,3.287
95,2.849,3.57,4.146,,9.151,7.153,5.922,,4.929,5.105,3.47
95.1,2.528,3.481,4.182,,9.076,7.022,6.661,,4.892,5.284,3.08
95.2,2.558,3.317,4.14,,9.227,6.81,6.728,,5.467,5.12,3.004
95.3,2.564,3.726,4.186,,9.328,6.891,7.091,,4.252,4.704,3.193
95.4,2.291,3.571,4.607,,9.3,6.8,7.553,,5.121,5.237,3.143
95.5,2.527,3.559,4.015,,9.651,6.863,6.527,,5.062,4.95,3.345
95.6,2.336,3.717,4.102,,10.363,6.812,6.595,,4.928,5.353,3.415
95.7,2.698,3.476,4.695,,9.34,6.905,7.14,,5.301,5.232,3.595
95.8,2.133,3.445,4.464,,10.05,6.772,6.409,,5.286,5.063,3.636
95.9,2.486,3.548,4.384,,10.225,6.631,6.067,,5.84,4.846,3.795
96,2.679,3.382,4.076,,9.465,6.889,5.298,,5.325,5.199,3.561
96.1,3.017,3.3,4.326,,9.32,6.825,5.635,,4.95,4.601,3.839
96.2,2.716,3.574,4.406,,9.015,6.81,5.377,,5.112,4.953,4.206
96.3,2.82,3.27,3.89,,8.487,7.106,5.757,,5.154,5.061,3.912
96.4,2.408,3.339,4.113,,8.845,7.095,6.56,,5.395,5.21,3.795
96.5,2.728,3.393,3.778,,9.398,7.146,6.83,,5.159,4.782,3.714
96.6,2.737,3.523,4.191,,9.417,7.128,5.982,,5.936,4.935,3.646
96.7,2.861,3.575,4.333,,9.206,7.352,5.651,,5.891,4.759,3.708
96.8,2.461,3.743,4.546,,9.842,6.981,6.044,,5.881,5.382,3.986
96.9,2.534,3.367,4.572,,11.183,6.372,6.054,,5.73,5.12,3.892
97,2.463,3.532,3.872,,10.407,7.335,5.963,,5.951,5.162,3.585
97.1,2.394,3.483,4.336,,10.711,7.327,6.279,,5.844,5.038,3.538
97.2,2.616,3.546,4.139,,10.872,6.969,5.827,,5.82,5.176,3.658
97.3,2.743,3.373,3.842,,10.88,7.155,5.982,,5.55,5.268,3.716
97.4,2.653,3.529,4.16,,11.136,6.813,6.208,,5.836,5.333,4
97.5,2.598,3.419,4.38,,11.215,6.869,6.369,,5.656,5.324,3.957
97.6,2.684,3.487,4.245,,12.844,7.344,5.772,,5.962,5.325,3.683
97.7,2.706,3.586,4.333,,10.348,6.999,5.842,,5.848,5.384,3.825
97.8,2.598,3.533,4.147,,10.801,6.786,5.502,,5.458,5.517,3.54
97.9,2.634,3.775,4.188,,11.758,6.708,6.049,,5.402,5.112,3.481
98,2.794,3.614,4.393,,10.777,7.033,5.179,,5.532,5.087,3.336
98.1,2.901,3.663,4.282,,11.701,6.962,5.115,,5.651,5.403,3.497
98.2,2.527,3.389,4.271,,11.127,6.834,5.747,,5.797,4.901,3.333
98.3,2.495,3.341,4.191,,11.202,6.803,5.216,,5.887,4.855,3.618
98.4,2.505,3.654,4.36,,10.059,7.04,5.463,,5.216,4.824,3.641
98.5,2.09,3.342,4.024,,11.774,6.67,5.535,,5.753,5.055,3.675
98.6,2.528,3.314,4.262,,11.619,6.554,6.323,,5.121,5.288,3.055
98.7,3.075,3.452,4.087,,11.041,6.74,6.154,,5.003,5.602,3.171
98.8,2.895,3.62,4.082,,10.507,6.857,5.548,,5.179,5.291,3.415
98.9,3.077,3.505,4.008,,10.729,6.566,5.854,,5.237,5.175,3.476
99,2.846,3.58,3.933,,11.558,6.947,5.813,,5.109,5.188,3.242
99.1,2.555,3.336,4.456,,11.226,6.481,5.527,,5.491,5.121,3.361
