Activity_ID,Quality,source,CID,SMILES,,,,,doc_id,Year,all_years,type_IC50,type_EC50,type_KD,type_Ki,pchembl_value,pchembl_value_Mean,pchembl_value_Median
JBSBVWSGDQEAHW_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.228755,CN1CCC(C(=O)N2CC(=Cc3ccc(F)cc3)C(=O)C3(C2)C(c2ccc(F)cc2)CN(C)C32C(=O)Nc3c2cccc3)C12C(=O)Nc1c2cccc1,,,,,PMID:24461561,2014,2014,0,0,0,1,5.7,5.7,5.7
JBUBUKILSSHXFM_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.395636,NC(=O)c1cc[n+](CCCC[n+]2cc(Cl)c(C=NO)cc2)cc1,,,,,PMID:30383374,2018,2018,0,0,0,1,4.44,4.44,4.44
JCGJTFBZTOZPAF_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.298291,CN(C)C(=O)NC1CCc2c(cccc2O)C1,,,,,PMID:27068142,2016,2016,0,0,0,1,8.8,8.8,8.8
JCWFCWIJNXZDKN_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.21881,c1ccc(CN2CCC(CCc3noc4cc(N5CCOCC5)ccc34)CC2)cc1,,,,,PMID:8064800,1994,2004,0,0,0,1,9.1,9.1,9.1
JDYATWHUSHCNRV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.447204,Fc1cc(F)c(-c2nnc(N3CCN(c4ncccc4)CC3)o2)cc1,,,,,PMID:31561043,2019,2019,0,0,0,1,7.52,7.52,7.52
JETPGMSWLKMQAI_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.145259,CN(C(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C)c1ccccc1,,,,,PMID:11708910,2001,2010,1,0,0,0,6.54,6.54,6.54
JIZMQSOCFUDZSD_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.98974,NC(Cc1c[nH]c2ccccc12)C(=O)NCCC(=O)Nc1c2CCCCc2nc2ccccc12,,,,,PMID:18786825,2008,2008,0,0,0,1,4.47,4.47,4.47
JJRNYZDOVACYLA_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.200731,COc1cc2c(cc1OC)C(=O)C(Oc1cc(C(C)N3CCCC3)ccc1)C2,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,6.86,6.86,6.86
JKRDVRQPPOYWTL_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.150713,CC(C)(C)c1cc[n+](CCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1,,,,,PMID:21144749,2011,2011,1,0,0,0,7.8,7.8,7.8
JKSMWPCPBMIBFS_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.201547,c1ccc(C2CC(c3c4ccccc4cc4ccccc34)=NN2)nc1,,,,,PMID:23276831,2013,2013,0,0,0,1,7.38,7.38,7.38
JLIPZZZIHAMHFT_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.298298,CN(C)S(=O)(=O)NC1CCc2c(cc(O)cc2)C1,,,,,PMID:27068142,2016,2016,0,0,0,1,9.14,9.14,9.14
JMDNXKAWMPEATG_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.201545,COc1ccc(C2CC(c3c4ccccc4cc4ccccc34)=NN2)cc1,,,,,PMID:23276831,2013,2013,0,0,0,1,7.59,7.59,7.59
JMGQJCGKYGWHIT_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.369459,COc1c(OC)cc2CN(CC3CCN(Cc4cc(F)cc(C=NO)c4O)CC3)CCc2c1,,,,,PMID:28684009,2017,2017,0,0,1,0,4.28,4.28,4.28
JMHUUJXYXORTEY_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.395639,NC(=O)c1cc[n+](CCCC[n+]2cc(Cl)c(C=NO)c(Cl)c2)cc1,,,,,PMID:30383374,2018,2018,0,0,0,1,4.92,4.92,4.92
JREZJVHKBPEZND_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.200739,COc1cc2c(cc1OC)C(=O)C(Oc1cc(CN(C)C)ccc1)C2,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,6,6,6
JRQGALQTHYTIML_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.397651,Cc1ccc(NC(=O)c2cc(=O)c3c(ccc(C=CC(=O)OCCN(C)C)c3)o2)cc1,,,,,PMID:30245401,2018,2018,0,0,0,1,6.72,6.72,6.72
JTTAUOGRTGUCHJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.464738,COc1c(OC)cc2C(=O)C(=Cc3ccc(N4CC[N+](C)(Cc5cccc(Cl)c5)CC4)cc3)Cc2c1,,,,,PMID:32088494,2020,2020,0,0,0,1,6,6,6
JURGVCBNDJKKBG_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.245666,Cc1ccc2oc(=O)c(C(=O)NCCCCCCNc3c4CCCCc4nc4c3cccc4)cc2c1,,,,,PMID:25088549,2014,2014,0,0,0,1,7.52,7.52,7.52
JVAZMJIFYNHUQW_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.45327,CC1=CC2Cc3c(c(NCCCCCCCCNc4c5CCCCc5nc5cc(Cl)ccc45)c4ccc(Cl)cc4n3)C(C1)C2,,,,,PMID:22185619,2012,2012,1,0,0,0,8.88,8.88,8.88
JXDBUOPWCXRJKN_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.201549,Oc1ccccc1C1CC(c2c3ccccc3cc3ccccc23)=NN1,,,,,PMID:23276831,2013,2013,0,0,0,1,7.61,7.61,7.61
JZJRNNWTYHSFGH_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.298297,COc1c2CCC(NC(=O)N(C)C)Cc2ccc1,,,,,PMID:27068142,2016,2016,0,0,0,1,9.01,9.01,9.01
KARHNKQSLZQOBJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40908,COc1cc2c(cc1OC)SC(C(=O)CCc1cc[n+](C)cc1)C2,,,,,PMID:15481986,2004,2004,0,0,0,1,6.05,6.05,6.05
KAYKWKOWEOGULE_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.434323,FC(F)(F)c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,,,,,PMID:30784883,2019,2019,0,0,0,1,7,7,7
KFZOWBNTEIELDM_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40903,COc1c(OC)cc2sc(C(=O)C3CCC[N+](C)(Cc4ccc([N+](=O)[O-])o4)CC3)cc2c1,,,,,PMID:15481986,2004,2004,0,0,0,1,7.49,7.49,7.49
KGBAXSJTPZPKIU_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.133028,O=C(NCCN1CCCCC1)N1c2ccccc2Sc2c1cccc2,,,,,PMID:20181484,2010,2010,0,0,0,1,6.21,6.21,6.21
KGRJPLRFGLMQMV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.69543,O=C1C(=O)N(Cc2cc(Cl)c(Cl)cc2)c2c1cccc2,,,,,PMID:17378546,2007,2007,0,0,0,1,4.32,4.32,4.32
KHQJNNISNSNMII_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.245657,O=C(NCCCCCNc1c2CCCCc2nc2c1cccc2)c1cc2c(cccc2)oc1=O,,,,,PMID:25088549,2014,2014,0,0,0,1,7.46,7.46,7.46
KJVDTZKPWSENAO_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.245663,O=C(NCCCCCCCNc1c2CCCCc2nc2c1cccc2)c1cc2c(cccc2)oc1=O,,,,,PMID:25088549,2014,2014,0,0,0,1,7.38,7.38,7.38
KMFIVIQDYRPBBJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.251950,NC(=O)c1cc[n+](CCCC[n+]2ccc(C=NO)cc2)cc1,,,,,PMID:25190468,2014,2014,0,0,1,0,4.41,4.41,4.41
KNAXWOBOCVVMST_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.81557,O=C1C(=O)c2c(ccc([N+](=O)[O-])c2)-c2c1cccc2,,,,,PMID:17941623,2007,2007,0,0,0,1,6.07,6.07,6.07
KNXGHTSSGIZTSA_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.245620,CCN(CC)CCCOc1ccc2nc3CCCCCn3c(=O)c2c1,,,,,PMID:25047936,2014,2014,1,0,0,0,4.92,4.92,4.92
KNYWWPLXNVIQPS_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.200737,COc1c(OC)cc2C(=O)C(Oc3ccc(CN(C)C)cc3)Cc2c1,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,6.68,6.68,6.68
KOAPDMKKECXPHX_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.303139,O=C(CCCCCCCCc1ccc(O)cc1)c1c(O)cccc1O,,,,,PMID:27236720,2016,2016,0,0,0,1,5.36,5.36,5.36
KPECJCADQDRWRA_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.201548,Oc1ccc(C2CC(c3c4ccccc4cc4ccccc34)=NN2)c(O)c1,,,,,PMID:23276831,2013,2013,0,0,0,1,8.14,8.14,8.14
KWRNVBFUUSXGON_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.98972,CNC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)Nc1c2CCCCc2nc2ccccc12,,,,,PMID:18786825,2008,2008,0,0,0,1,5.48,5.48,5.48
LBUZSQYMWPJSDG_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.245667,COc1ccc2oc(=O)c(C(=O)NCCCCCCNc3c4CCCCc4nc4c3cccc4)cc2c1,,,,,PMID:25088549,2014,2014,0,0,0,1,7.61,7.61,7.61
LIGFNIKQVUXBFX_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.100558,CCN(CC)Cc1cc(C=C2Cc3c(cc(OC)c(OC)c3)C2=O)ccc1,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,6.63,6.63,6.63
LIWANKWXESKXPP_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.266303,CCOC(=O)Cc1csc(NC(=O)C[n+]2cccc(C=NO)c2)n1,,,,,PMID:26043948,2015,2015,0,0,1,0,4.01,4.01,4.01
LLOAJMWVAODKLQ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40878,Nc1cc2c(cc1)c(CCC1CCN(Cc3ccccc3)CC1)no2,,,,,PMID:8064800,1994,2004,0,0,0,1,7.7,7.7,7.7
LNTOKRHHALCSCJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.369458,COc1c(OC)cc2CN(CC3CCN(Cc4cc(Br)cc(C=NO)c4O)CC3)CCc2c1,,,,,PMID:28684009,2017,2017,0,0,1,0,5.14,5.14,5.14
LPMOTUSFDTTWJL_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.303072,COc1c(OC)cc2C(=O)C(=CC3CCN(Cc4ccccc4)CC3)Cc2c1,,,,,PMID:27190595,2016,2016,0,0,0,1,7.46,7.46,7.46
LQKGQMXOOLGDAM_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.303067,COc1c(O)cc2C(=O)C(=CC3CCN(Cc4ccccc4)CC3)Cc2c1,,,,,PMID:27190595,2016,2016,0,0,0,1,5.55,5.55,5.55
LQLHQUVZQVHQBV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.100544,CCN(C)Cc1ccc(CC2Cc3c(cc(OC)c(OC)c3)C2=O)cc1,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,6.04,6.04,6.04
LSQUEYPDBSHUTL_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.236295,NC(=O)c1cc[n+](CCC[n+]2c(C=NO)cccc2)cc1,,,,,PMID:24704618,2014,2014,0,0,1,0,4.3,4.3,4.3
LUSWQSMTZUPZOA_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.298294,COc1c2CCC(NS(=O)(=O)N(C)C)Cc2ccc1,,,,,PMID:27068142,2016,2016,0,0,0,1,9.35,9.35,9.35
LXDLCNLNQJTXHX_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.98967,NC(Cc1ccccc1)C(=O)NCC(=O)Nc1c2CCCCc2nc2ccccc12,,,,,PMID:18786825,2008,2008,0,0,0,1,5.72,5.72,5.72
LYLYGAKMNMVFHZ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.370498,CN1c2c(cccc2)C(N2CCOCC2)c2c1cccc2,,,,,PMID:28986116,2017,2017,0,0,0,1,5.4,5.4,5.4
LYTYXHJYOPFOCO_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40876,COc1cccc2c1onc2CCC1CCN(Cc2ccccc2)CC1,,,,,PMID:8064800,1994,2004,0,0,0,1,8.15,8.15,8.15
LZGLANLBIUAGIM_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40917,COc1c(OC)cc2SC(C(=O)CCc3cc[n+](Cc4coc([N+](=O)[O-])c4)cc3)Cc2c1,,,,,PMID:15481986,2004,2004,0,0,0,1,8.35,8.35,8.35
GQZMDBQRGRRPMS_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.6056,Nc1c2CCCCc2nc2c1ccc(Cl)c2,,,,,DOI:10.1016/S0960-894X(00)80545-4,1992,2018;2021;2009;2015;2014;2014;2020,1,0,0,0,7.75;7.7;8.08;7.87;8.14;8.23;7.84,7.944285714,7.87
GTFWBEHRMVTXPK_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.222920,COc1cccc(CCCCCc2[n+](C)c(OC)ccc2)[n+]1C,,,,,PMID:24076173,2013,2013,1,0,0,0,6.96;7.0,6.98,6.98
GVJXSDRIRBRKBI_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.8667,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(Cc3ccccc3)C1N2C,,,,,PMID:2202827,1990,1990,1,0,0,0,6.72;6.48,6.6,6.6
GXZOEFSSDLVHCC_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.112136;ChEMBL31.compound.198158,CCOC(O)=C1C(C)=Nc2c(c(N)c3CCCCc3n2)C1c1ccccc1[N+](=O)[O-],,,,,PMID:17181144,2006,2009;2012,1,0,0,0,6.47;6.52,6.495,6.495
GYANWDNIKGBQDN_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.258506,Cc1c(C)c2c(CCC(C)(C(=O)NCCCCCCCNc3c4CCCCc4nc4c3cccc4)O2)c(C)c1O,,,,,PMID:25656088,2015,2015,1,0,0,0,6.16;6.84,6.5,6.5
GYEHUGPUFOMJON_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.132115,COC(=O)C1=C(C)OP(=O)(OC)CCC1,,,,,PubChemAID:462368,2010,2010;2015;2015;2010,1;1;1;0,0,0,0;0;0;1,5.16;4.58;4.92;4.12,4.695,4.75
HARGZZNYNSYSGJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.188085,Cc1c2ccc3c(C(=O)C(=O)C4=C3OCC4C)c2ccc1,,,,,PMID:24900610,2013,2013,0,0,0,1,6.22;5.71,5.965,5.965
HDAQKLAKMZNBQB_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.2267,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1c(OC)cccc1,,,,,PMID:9784091,1998,2019;2004;2007;2004,1;1;1;0,0,0,0;0;0;1,6.77;6.77;6.77;6.98,6.8225,6.77
HELQVBTZKVKAPS_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.258505,Cc1c(C)c2c(CCC(C)(C(=O)NCCCCCCCCNc3c4CCCCc4nc4c3cccc4)O2)c(C)c1O,,,,,PMID:25656088,2015,2015,1,0,0,0,6.64;6.16,6.4,6.4
HIGRLDNHDGYWQJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.192900,ON=Cc1cc[n+](COC[n+]2ccc(C=NO)cc2)cc1,,,,,PMID:21215642,2011,2021;2015;2015;2014;2017;2014;2014;2014;2021;2021;2016;2016;2012;2012;2017;2017;2017;2021;2014;2015;2021;2021,0,0,1,0,5.92;4.71;4.84;4.05;4.04;4.49;4.5;4.18;5.28;4.32;4.66;4.67;4.27;4.19;4.01;4.56;4.5;4.04;4.27;4.7;5.68;5.17,4.593181818,4.5
HKJROXHSAHRDAO_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.160300;ChEMBL31.compound.160299,CC(Cc1ccccc1)NC(=O)Oc1cccc(C(C)N(C)C)c1,,,,,PMID:19423342,2009,2009,1,0,0,0,6.29;6.39,6.34,6.34
HMFPNGCVUHYYTQ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.379260,COc1cc2c(cc1OC)C(=O)C(CC1C=CN(Cc3ccccc3)C=C1C(C)=O)CC2,,,,,PMID:29324339,2018,2018,1,0,0,0,6.03;6.38;6.54;6.76,6.4275,6.46
HSRDSKPYSLWCCY_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.462974,ON=Cc1c(O)c(CN2CCN(c3ccncc3)CC2)cc(Cl)c1,,,,,PMID:33611189,2021,2021,0,0,1,0,5.17;4.88,5.025,5.025
ICPRLZDLIOARIN_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.67346,Cc1c2[nH]c3c(cc(O)cc3)c2cc[n+]1C,,,,,PMID:16945529,2006,2006,1,0,0,0,6.01;6.0,6.005,6.005
IDONUYYOBNYYSO_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.364457,COc1ccc(CN(CC(=O)NC(C)C)C(=O)CCCCCn2cc[n+](C)c2C=NO)cc1,,,,,PMID:29091431,2017,2017,0,0,1,0,4.32;4.05;4.09,4.153333333,4.09
IDQWNBOESUNWOL_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.192894,COc1c(OC)cc2c(c1)CCN(CCCCCc1c(O)c(C=NO)ncc1)C2c1ccccc1,,,,,PMID:23148598,2012,2012,0,0,1,0,4.4;4.12,4.26,4.26
IDTWGEUFPVJYSJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.258508,Cc1c(C)c2c(CCC(C)(C(=O)NCCCCCNc3c4CCCCc4nc4c3cccc4)O2)c(C)c1O,,,,,PMID:25656088,2015,2015,1,0,0,0,6.67;6.21,6.44,6.44
IEEPPPIAKVRUBJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.289197,COP1(=O)OCCC(C(=O)OC(C)(C)C)=C(C)O1,,,,,PMID:26585276,2015,2015,1,0,0,0,5.21;5.23,5.22,5.22
IPAIOMMFXOWWLD_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.266299,O=C(C[n+]1ccc(C=NO)cc1)Nc1nc(-c2ccccc2)cs1,,,,,PMID:26043948,2015,2015,0,0,1,0,4.42;4.06;4.67,4.383333333,4.42
IPNCANNCIDZOHY_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.303582,O=C(C=Cc1ccccc1)NCCC1CCN(Cc2ccccc2)CC1,,,,,DOI:10.1039/C6MD00053C,2016,2016;2018,1,0,0,0,6.39;6.35,6.37,6.37
IQHPDUUSMBMDGN_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.112259,CC1(C)C=Cc2c(ccc(C(=O)C=Cc3ccc(O)cc3)c2O)O1,,,,,PMID:30910460,2019,2019,1;1;0,0,0,0;0;1,4.77;4.53;5.13,4.81,4.77
IROPBWQLVMXCKK_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.112130;ChEMBL31.compound.198153,CCOC(O)=C1C(C)=Nc2c(c(N)c3CCCCc3n2)C1c1cc(OC)ccc1,,,,,PMID:17181144,2006,2009;2012,1,0,0,0,7.24;7.21,7.225,7.225
ISRUGXGCCGIOQO_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.271203,CNC(=O)Oc1ccccc1OC(C)C,,,,,PMID:26386602,2015,2015,1,0,0,0,5.64;6.23,5.935,5.935
IXYYOCBGKVPOHF_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.225330,c1cc[n+](CCCCCCCCCC[n+]2cccc3c2cccc3)cc1,,,,,PMID:24220173,2013,2013,0,0,0,1,6.4;6.4,6.4,6.4
JAVDJDQEDRNTQR_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.271199,CC(C)n1cc(C(=O)C(F)(F)F)cn1,,,,,PMID:26386602,2015,2015,1,0,0,0,6.92;7.11,7.015,7.015
JBANMOPKOHITOL_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.132112;ChEMBL31.compound.363019;ChEMBL31.compound.132112,COP1(=O)CCC2COC(=O)C2=C(C)O1,,,,,PubChemAID:462368,2010,2010;2017;2010,1;1;0,0,0,0;0;1,5.52;5.52;4.62,5.22,5.52
JEGKSGQGZBQTIZ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.379261,COc1c(OC)cc2C(=O)C(CC3C=CN(Cc4cccc(Cl)c4)C=C3C(N)=O)Cc2c1,,,,,PMID:28613859,2017,2018,1,0,0,0,5.27;4.57,4.92,4.92
JEZXOBKWCWPNSS_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.134551,c1cc[n+](Cc2cc3c(cc2)ccc(C[n+]2ccccc2)c3)cc1,,,,,PMID:20138518,2010,2010,0,0,0,1,6.85;6.85,6.85,6.85
JFFXISWKPOQVNH_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.237290,O=C(C=NO)Nc1c[n+](Cc2cccc(C[n+]3cccc(NC(=O)C=NO)c3)c2)ccc1,,,,,PMID:24721830,2014,2014,0,0,1,0,4.32;4.26,4.29,4.29
JGAGHIIOCADQOV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.55166;ChEMBL31.compound.142754;ChEMBL31.compound.55166,Cc1c(NC(=O)Oc2ccc3c(c2)C2(C)CCN(C)C2N3C)cccc1,,,,,PMID:10346939,1999,2010;2010;2006,1,0,0,0,7.4;7.99;8.0,7.796666667,7.99
JGUYMIZRMYBDGV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.457137,COc1c(O)ccc(CNC(=O)CCCCCCNc2c3c(nc4c2ccc(Cl)c4)CC2C=C(C)CC3C2)c1,,,,,PMID:33356266,2021,2021,0,0,0;0;1,1;1;0,9.17;9.03;9.03,9.076666667,9.03
JICJZUWPCDKBLD_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.112131;ChEMBL31.compound.198154,CCOC(O)=C1C(C)=Nc2c(c(N)c3CCCCc3n2)C1c1c(OC)cccc1,,,,,PMID:17181144,2006,2009;2012,1,0,0,0,6.63;6.8,6.715,6.715
JMBVRTWRCLIWDR_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.150720;ChEMBL31.compound.150722,CC(C)(C)c1cc[n+](CC=CC[n+]2ccc(C(C)(C)C)cc2)cc1,,,,,PMID:21144749,2011,2011,1,0,0,0,5.7;5.47,5.585,5.585
JZHJADLDLNMVKV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.230403,CCNC(=O)c1cc2c(cc1)nc(-c1ccc(Cl)cc1)c1c2N(Cc2ccccc2)CCC1,,,,,PMID:24389509,2014,2014,0,0,0,1,5.63;6.11,5.87,5.87
JZMKNXICJRCGJX_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.33704;ChEMBL31.compound.55174;ChEMBL31.compound.55175,Cc1ccccc1NC(=O)Oc1ccc2OC3OCCC3(C)c2c1,,,,,PMID:15715468,2005,2005;2006;2006,1,0,0,0,7.64;7.44;7.7,7.593333333,7.64
KAWGOIIJBYQAJS_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.112135;ChEMBL31.compound.198157,CCOC(O)=C1C(C)=Nc2c(c(N)c3CCCCc3n2)C1c1cc([N+](=O)[O-])ccc1,,,,,PMID:17181144,2006,2009;2012,1,0,0,0,6.72;6.96,6.84,6.84
KBDPMEZJEUHKAP_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.237291,O=C(C=NO)Nc1c[n+](Cc2ccc(C[n+]3cccc(NC(=O)C=NO)c3)cc2)ccc1,,,,,PMID:24721830,2014,2014,0,0,1,0,5.07;4.76,4.915,4.915
KBNHGKIAHMMUCH_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.230401,CCNC(=O)c1cc2c(cc1)nc(-c1ccc(Cl)cc1)c1c2NCCC1,,,,,PMID:24389509,2014,2014,0,0,0,1,7.19;7.14,7.165,7.165
KCCVYOKFPFWMQG_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.251949,NC(=O)c1cc[n+](CCC[n+]2ccc(C=NO)cc2)cc1,,,,,PMID:21215642,2011,2018;2014,0,0,0;1,1;0,4.14;4.4,4.27,4.27
KEKBOEROTGNXGK_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.303584,COc1ccc(C=CC(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1OC,,,,,DOI:10.1039/C6MD00053C,2016,2016,1,0,0,0,6.28;6.58,6.43,6.43
KIPNKBSUTXPLGR_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.271191,CCC(C)n1cc(C(=O)C(F)F)cn1,,,,,PMID:26386602,2015,2015,1,0,0,0,6.96;7.07,7.015,7.015
KJASZASMMSSLCU_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.237285,O=C(C=NO)Nc1c[n+](CCCC[n+]2cccc(NC(=O)C=NO)c2)ccc1,,,,,PMID:24721830,2014,2014,0,0,1,0,4.07;4.28,4.175,4.175
KMWYLDWNBWSQPS_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.222912,COc1c(OC)cc2C(=O)C(CCCCCc3[n+](C)c(OC)ccc3)Cc2c1,,,,,PMID:24076173,2013,2013,1,0,0,0,6.92;6.89,6.905,6.905
KNPXKNFBXUYCEE_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.152932,c1ccc2c[n+](Cc3ccc4ccc(C[n+]5ccc6ccccc6c5)cc4c3)ccc2c1,,,,,PMID:21236521,2011,2011,0,0,0,1,6.12;5.9,6.01,6.01
KOFCNZPCQOBXHD_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.33708;ChEMBL31.compound.55168,CC(C)c1ccc(NC(=O)Oc2ccc3OC4CC(C)(CO4)c3c2)cc1,,,,,PMID:15715468,2005,2005;2006,1,0,0,0,5.37;5.46,5.415,5.415
KPGCCMMQFMDKQA_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.222911,COc1c(OC)cc2C(=O)C(CCCCCCc3[n+](C)c(OC)ccc3)Cc2c1,,,,,PMID:24076173,2013,2013,1,0,0,0,7.16;7.0,7.08,7.08
KVGMGGLTJLJDFE_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.5833,Nc1c2CCCCc2nc2c1c(Cl)ccc2,,,,,DOI:10.1016/S0960-894X(00)80267-X,1991,2021;2004,1,0,0,0,7.48;8.03,7.755,7.755
KZMBWUIEJCJZBV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.225329,c1cc[n+](CCCCCCCCCCCC[n+]2cccc3ccccc32)cc1,,,,,PMID:24220173,2013,2013,0,0,0,1,7.7;8.0,7.85,7.85
LCJHAMFHXGMYLX_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.271207,O=C(c1cn(C2CCCC2)nc1)C(F)F,,,,,PMID:26386602,2015,2015,1,0,0,0,6.68;6.61,6.645,6.645
LCJXIGPIXIZELV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.184889,CN(CCC(=O)N1CCN(CCNc2c3CCCCc3nc3ccccc23)CC1)C1CCCCC1,,,,,PMID:22818849,2012,2012,0,0,0,1,9.42;9.5,9.46,9.46
