SMILES,Is_Inhibitor,AD_Distance,Inside_AD
CC(O)C(=O)O,False,0.8837209302325582,False
OC(CC(=O)O)C(=O)O,False,0.8936170212765957,False
OC(C(O)C(=O)O)C(=O)O,False,0.9069767441860465,False
O=C(O)c1ccccc1,False,0.8421052631578947,False
CC=CC=CC(=O)O,False,0.8888888888888888,False
CCC(=O)O,False,0.8809523809523809,False
O=C1NS(=O)(=O)c2ccccc12,False,0.8939393939393939,False
COc1cc(C=O)ccc1O,False,0.8382352941176471,False
O=C([O-])CCC(N)C(=O)O.[Na+],False,0.8928571428571429,False
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,False,0.8857142857142857,False
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,False,0.8611111111111112,False
NNC(=O)c1ccncc1,False,0.84,False
NC(=O)c1cnccn1,False,0.8695652173913043,False
C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],False,0.84,False
CC(=O)NCC1CN(C(=O)O1)c2ccc(F)c(N3CCOCC3)c2,False,0.84375,False
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,False,0.8518518518518519,False
CCN1C=C(C(=O)c2cnc(C)cc21)C(=O)O,False,0.84375,False
Cc1ncc([N+](=O)[O-])n1CCO,False,0.8375,False
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,False,0.8225806451612904,True
CN(C)C(=N)NC(=N)N,False,0.9107142857142857,False
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c2ccccc2Cl,False,0.8351648351648352,False
CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3nnn[nH]3)C(C(C)C)C(=O)O,False,0.8690476190476191,False
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,False,0.8554216867469879,False
CC(C)NCC(O)COc1cccc2ccccc12,False,0.8823529411764706,False
CC(CS)C(=O)N1CCCC1C(=O)O,False,0.873015873015873,False
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,False,0.8611111111111112,False
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,False,0.8392857142857143,False
NCCC1(CC(=O)O)CCCCC1,False,0.9036144578313253,False
COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,False,0.8709677419354839,False
CC1CCC(C(C1)O)C(C)C,False,0.9056603773584906,False
CC1(C)C2CCC1(C)C(=O)C2,False,0.8909090909090909,False
COc1cc(CC=C)ccc1O,False,0.8452380952380952,False
O=CC=Cc1ccccc1,False,0.9074074074074074,False
CC1=CCC(C(=C)C)CC1,False,0.8873239436619719,False
CC(=CCCC(C)(C=C)O)C,False,0.9090909090909091,False
Cc1ccc(C(C)C)c(O)c1,False,0.8913043478260869,False
c1ccc2ccccc2c1,False,0.9,False
c1ccc2cc3ccccc3cc2c1,False,0.90625,False
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,False,0.8571428571428571,False
